,Year,Month,Day,Record Create Date,Precinct Code,Patrol Borough,County,Law Code Category,Bias Motive,Offense Category
254,2020,Jun,Tue,2020-06-02,66,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
255,2020,Aug,Thu,2020-08-06,90,Brooklyn north,KINGS,Misdemeanor,Anti-female,Gender
256,2021,Mar,Fri,2021-03-05,62,Brooklyn south,KINGS,Misdemeanor,Anti-asian,Race/Color
257,2021,May,Sun,2021-05-23,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
258,2021,May,Sat,2021-05-08,75,Brooklyn north,KINGS,Misdemeanor,Anti-asian,Race/Color
259,2023,Apr,Sun,2023-04-16,5,Manhattan south,NEW YORK,Felony,Anti-black,Race/Color
260,2021,May,Thu,2021-05-20,18,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
261,2023,Apr,Mon,2023-04-24,6,Manhattan south,NEW YORK,Misdemeanor,Anti-black,Race/Color
262,2023,May,Thu,2023-05-11,10,Manhattan south,NEW YORK,Felony,Anti-hispanic,Cultural Identity
263,2023,Jul,Tue,2023-07-11,20,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
264,2023,Jul,Sat,2023-07-22,6,Manhattan south,NEW YORK,Misdemeanor,Anti-hispanic,Cultural Identity
265,2023,Aug,Sat,2023-08-12,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
266,2023,Oct,Sun,2023-10-29,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
267,2024,Jan,Sun,2024-01-28,20,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
268,2024,Mar,Sun,2024-03-17,14,Manhattan south,NEW YORK,Felony,Anti-black,Race/Color
269,2024,Apr,Mon,2024-04-15,14,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
270,2024,Apr,Fri,2024-04-05,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
271,2024,May,Tue,2024-05-14,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
272,2023,Oct,Thu,2023-10-26,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
273,2024,Jul,Wed,2024-07-24,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
274,2020,Jul,Tue,2020-07-07,40,Bronx,BRONX,Felony,Anti-male homosexual (gay),Sexual Orientation
275,2024,Jan,Tue,2024-01-02,40,Bronx,BRONX,Misdemeanor,Anti-hispanic,Cultural Identity
276,2024,Apr,Fri,2024-04-05,44,Bronx,BRONX,Felony,Anti-male homosexual (gay),Sexual Orientation
277,2024,Sep,Sun,2024-09-22,52,Bronx,BRONX,Felony,Anti-jewish,Religion
278,2019,Jan,Mon,2019-01-14,84,Brooklyn north,KINGS,Felony,Anti-transgender,Gender
279,2019,May,Fri,2019-05-17,71,Brooklyn south,KINGS,Felony,Anti-transgender,Gender
280,2019,Aug,Fri,2019-08-09,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
281,2019,Dec,Thu,2019-12-26,61,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
282,2020,Jan,Wed,2020-01-29,79,Brooklyn north,KINGS,Felony,Anti-asian,Race/Color
283,2021,May,Sun,2021-05-23,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
284,2021,Aug,Tue,2021-08-17,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
285,2021,Oct,Thu,2021-10-21,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
286,2021,Dec,Sun,2021-12-26,68,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
287,2022,Jan,Wed,2022-01-19,88,Brooklyn north,KINGS,Felony,Anti-asian,Race/Color
288,2021,Sep,Thu,2021-09-09,77,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
289,2020,Mar,Sat,2020-03-28,44,Bronx,BRONX,Felony,Anti-asian,Race/Color
290,2021,Apr,Sun,2021-04-25,50,Bronx,BRONX,Felony,Anti-jewish,Religion
291,2021,Apr,Sun,2021-04-25,50,Bronx,BRONX,Misdemeanor,Anti-jewish,Religion
292,2022,Jul,Wed,2022-07-13,46,Bronx,BRONX,Felony,Anti-jewish,Religion
293,2019,Apr,Fri,2019-04-05,94,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
294,2019,May,Wed,2019-05-08,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
295,2020,Apr,Thu,2020-04-23,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
296,2020,Dec,Sun,2020-12-27,90,Brooklyn north,KINGS,Misdemeanor,Anti-female,Gender
297,2020,Dec,Sat,2020-12-26,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
298,2020,Dec,Sat,2020-12-12,90,Brooklyn north,KINGS,Misdemeanor,Anti-female,Gender
299,2021,Mar,Tue,2021-03-23,62,Brooklyn south,KINGS,Misdemeanor,Anti-asian,Race/Color
300,2021,Aug,Fri,2021-08-06,61,Brooklyn south,KINGS,Misdemeanor,Anti-muslim,Religion
301,2021,Jul,Thu,2021-07-01,66,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
302,2022,Feb,Fri,2022-02-04,78,Brooklyn south,KINGS,Felony,Anti-asian,Race/Color
303,2022,Feb,Sun,2022-02-06,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
304,2019,May,Sat,2019-05-11,42,Bronx,BRONX,Felony,Anti-muslim,Religion
305,2019,Dec,Fri,2019-12-27,71,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
306,2021,Aug,Mon,2021-08-09,40,Bronx,BRONX,Misdemeanor,Anti-catholic,Religion
307,2023,Mar,Mon,2023-03-20,45,Bronx,BRONX,Misdemeanor,Anti-transgender,Gender
308,2019,Jan,Mon,2019-01-07,94,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
309,2019,Aug,Tue,2019-08-27,77,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
310,2019,Dec,Thu,2019-12-12,63,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
311,2020,Mar,Wed,2020-03-25,84,Brooklyn north,KINGS,Misdemeanor,Anti-asian,Race/Color
312,2020,Nov,Tue,2020-11-17,84,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
313,2021,Feb,Wed,2021-02-03,70,Brooklyn south,KINGS,Misdemeanor,Anti-asian,Race/Color
314,2021,Mar,Tue,2021-03-09,72,Brooklyn south,KINGS,Felony,Anti-asian,Race/Color
315,2021,May,Sun,2021-05-23,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
316,2021,May,Sun,2021-05-23,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
317,2021,Jun,Mon,2021-06-21,79,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
318,2021,Jul,Wed,2021-07-21,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
319,2019,Jul,Tue,2019-07-09,49,Bronx,BRONX,Felony,Anti-hispanic,Cultural Identity
320,2020,Jul,Tue,2020-07-07,40,Bronx,BRONX,Felony,Anti-male homosexual (gay),Sexual Orientation
321,2020,Dec,Sun,2020-12-13,40,Bronx,BRONX,Felony,Anti-female homosexual (lesbian),Sexual Orientation
322,2019,Jul,Sat,2019-07-13,76,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
323,2019,Dec,Fri,2019-12-27,71,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
324,2020,Mar,Fri,2020-03-06,84,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
325,2020,May,Tue,2020-05-12,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
326,2020,Apr,Thu,2020-04-23,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
327,2020,Aug,Sun,2020-08-09,60,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
328,2020,Dec,Sun,2020-12-27,90,Brooklyn north,KINGS,Misdemeanor,Anti-female,Gender
329,2022,Feb,Sat,2022-02-05,79,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
330,2022,Feb,Sat,2022-02-05,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
331,2022,Apr,Mon,2022-04-25,61,Brooklyn south,KINGS,Felony,Anti-other ethnicity,Cultural Identity
332,2022,May,Fri,2022-07-29,72,Brooklyn south,KINGS,Misdemeanor,Anti-female homosexual (lesbian),Sexual Orientation
333,2022,Jun,Mon,2022-06-06,75,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
334,2022,Oct,Sat,2022-10-29,19,Manhattan north,NEW YORK,Felony,Anti-catholic,Religion
335,2022,Nov,Sat,2022-11-12,10,Manhattan south,NEW YORK,Felony,Anti-transgender,Gender
336,2021,May,Thu,2021-05-20,18,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
337,2023,Feb,Fri,2023-02-10,10,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
338,2023,Feb,Mon,2023-02-13,10,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
339,2023,Mar,Wed,2023-03-15,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
340,2023,Mar,Thu,2023-03-23,10,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
341,2023,Mar,Tue,2023-03-28,14,Manhattan south,NEW YORK,Misdemeanor,Anti-muslim,Religion
342,2023,Apr,Thu,2023-04-13,14,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
343,2023,Apr,Fri,2023-04-28,17,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
344,2023,Jun,Sun,2023-06-11,6,Manhattan south,NEW YORK,Misdemeanor,Anti-transgender,Gender
345,2023,Aug,Sun,2023-08-27,9,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
346,2023,Oct,Wed,2023-10-18,18,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
347,2023,Oct,Sat,2023-10-21,33,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
348,2023,Oct,Sun,2023-10-15,14,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
349,2024,Jan,Thu,2024-01-04,34,Manhattan north,NEW YORK,Misdemeanor,Anti-asian,Race/Color
350,2020,Mar,Sat,2020-03-28,44,Bronx,BRONX,Felony,Anti-asian,Race/Color
351,2021,Mar,Thu,2021-03-04,42,Bronx,BRONX,Felony,Anti-hispanic,Cultural Identity
352,2021,Apr,Sun,2021-04-25,50,Bronx,BRONX,Felony,Anti-jewish,Religion
353,2021,Apr,Sun,2021-04-25,50,Bronx,BRONX,Misdemeanor,Anti-jewish,Religion
354,2023,Apr,Fri,2023-04-07,49,Bronx,BRONX,Felony,Anti-jewish,Religion
355,2022,Jul,Tue,2022-07-05,48,Bronx,BRONX,Felony,Anti-jewish,Religion
356,2019,May,Wed,2019-05-22,88,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
357,2019,Nov,Sun,2019-11-10,66,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
358,2020,Mar,Fri,2020-03-20,66,Brooklyn south,KINGS,Felony,Anti-asian,Race/Color
359,2020,May,Sun,2020-05-10,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
360,2020,Mar,Wed,2020-03-25,84,Brooklyn north,KINGS,Felony,Anti-asian,Race/Color
361,2020,May,Tue,2020-05-12,67,Brooklyn south,KINGS,Misdemeanor,Anti-gender non-conforming,Gender
362,2020,Oct,Mon,2020-10-05,60,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
363,2020,Dec,Mon,2020-12-28,90,Brooklyn north,KINGS,Misdemeanor,Anti-female,Gender
364,2021,Jun,Fri,2021-06-11,71,Brooklyn south,KINGS,Felony,Anti-asian,Race/Color
365,2022,Aug,Wed,2022-08-24,1,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
366,2022,Oct,Tue,2022-10-04,1,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
367,2022,Nov,Wed,2023-02-01,1,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
368,2022,Nov,Wed,2022-11-02,13,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
369,2023,Feb,Thu,2023-02-09,10,Manhattan south,NEW YORK,Misdemeanor,Anti-transgender,Gender
370,2023,Apr,Sun,2023-04-09,18,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
371,2023,Jul,Wed,2023-07-05,30,Manhattan north,NEW YORK,Felony,Anti-other ethnicity,Cultural Identity
372,2023,Jun,Sun,2023-06-11,6,Manhattan south,NEW YORK,Misdemeanor,Anti-transgender,Gender
373,2023,Oct,Tue,2023-10-03,22,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
374,2023,Oct,Wed,2023-10-11,26,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
375,2023,Nov,Sat,2023-11-18,33,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
376,2023,Nov,Thu,2023-11-09,20,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
377,2023,Nov,Wed,2023-11-22,19,Manhattan north,NEW YORK,Felony,Anti-muslim,Religion
378,2024,Jan,Sun,2024-01-21,13,Manhattan south,NEW YORK,Misdemeanor,Anti-transgender,Gender
379,2024,Jan,Mon,2024-01-22,24,Manhattan north,NEW YORK,Misdemeanor,Anti-asian,Race/Color
380,2022,Feb,Sat,2022-02-05,79,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
381,2022,Feb,Fri,2022-02-25,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
382,2022,Feb,Wed,2022-02-09,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
383,2022,May,Tue,2022-05-10,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
384,2021,Nov,Tue,2021-11-02,62,Brooklyn south,KINGS,Felony,Anti-asian,Race/Color
385,2022,Mar,Fri,2022-07-29,72,Brooklyn south,KINGS,Felony,Anti-female homosexual (lesbian),Sexual Orientation
386,2022,Aug,Tue,2022-08-30,88,Brooklyn north,KINGS,Felony,Anti-other ethnicity,Cultural Identity
387,2022,Sep,Sat,2022-10-01,90,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
388,2022,Sep,Tue,2022-10-18,90,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
389,2022,Sep,Fri,2022-09-23,90,Brooklyn north,KINGS,Felony,Anti-other ethnicity,Cultural Identity
390,2022,Nov,Wed,2022-11-09,79,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
391,2023,May,Fri,2023-05-26,88,Brooklyn north,KINGS,Misdemeanor,Anti-black,Race/Color
392,2023,Apr,Sat,2023-04-15,60,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
393,2023,May,Sun,2023-05-14,61,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
394,2022,Oct,Thu,2022-10-27,79,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
395,2024,Feb,Fri,2024-02-09,62,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
396,2023,May,Thu,2023-05-11,10,Manhattan south,NEW YORK,Felony,Anti-hispanic,Cultural Identity
397,2023,May,Fri,2023-05-12,24,Manhattan north,NEW YORK,Misdemeanor,Anti-asian,Race/Color
398,2023,May,Sun,2023-05-21,10,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
399,2023,Jun,Mon,2023-06-26,17,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
400,2023,May,Tue,2023-05-23,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
401,2023,Oct,Sat,2023-10-28,25,Manhattan north,NEW YORK,Misdemeanor,Anti-black,Race/Color
402,2023,Nov,Mon,2023-11-27,26,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
403,2023,Dec,Mon,2023-12-25,14,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
404,2024,Feb,Thu,2024-02-01,25,Manhattan north,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
405,2023,Sep,Thu,2023-09-21,26,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
406,2023,Sep,Thu,2023-09-21,26,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
407,2023,Oct,Wed,2023-11-01,18,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
408,2024,Mar,Sat,2024-03-30,32,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
409,2024,Apr,Sun,2024-04-21,26,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
410,2023,Dec,Sun,2023-12-17,20,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
411,2024,Apr,Sun,2024-04-28,17,Manhattan south,NEW YORK,Misdemeanor,Anti-muslim,Religion
412,2019,May,Sat,2019-05-11,42,Bronx,BRONX,Felony,Anti-muslim,Religion
413,2021,Mar,Sun,2021-03-14,52,Bronx,BRONX,Felony,Anti-jewish,Religion
414,2022,Feb,Mon,2022-02-21,48,Bronx,BRONX,Felony,Anti-muslim,Religion
415,2022,Nov,Sun,2022-11-20,43,Bronx,BRONX,Misdemeanor,Anti-other ethnicity,Cultural Identity
416,2023,May,Wed,2023-05-17,50,Bronx,BRONX,Misdemeanor,Anti-transgender,Gender
417,2023,Sep,Thu,2023-09-21,45,Bronx,BRONX,Misdemeanor,Anti-jewish,Religion
418,2019,Jan,Wed,2019-01-30,71,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
419,2019,Mar,Mon,2019-04-01,94,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
420,2019,Jun,Thu,2019-06-13,81,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
421,2019,May,Sun,2019-05-19,68,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
422,2019,Sep,Sun,2019-09-15,88,Brooklyn north,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
423,2021,Jan,Mon,2021-01-04,83,Brooklyn north,KINGS,Felony,Anti-female,Gender
424,2021,Jun,Fri,2021-06-11,79,Brooklyn north,KINGS,Misdemeanor,Anti-asian,Race/Color
425,2021,Sep,Sun,2021-09-19,66,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
426,2022,May,Sun,2022-05-22,71,Brooklyn south,KINGS,Misdemeanor,Anti-muslim,Religion
427,2022,Feb,Sat,2022-02-12,63,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
428,2022,May,Sun,2022-05-22,71,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
429,2022,Jul,Fri,2022-07-22,67,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
430,2021,Oct,Fri,2021-10-22,60,Brooklyn south,KINGS,Misdemeanor,Anti-asian,Race/Color
431,2022,Sep,Fri,2022-09-23,90,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
432,2022,Dec,Sat,2022-12-17,63,Brooklyn south,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
433,2023,Jan,Sun,2023-01-15,84,Brooklyn north,KINGS,Felony,Anti-white,Race/Color
434,2023,Feb,Fri,2023-02-24,75,Brooklyn north,KINGS,Misdemeanor,Anti-white,Race/Color
435,2023,Feb,Sun,2023-02-19,94,Brooklyn north,KINGS,Misdemeanor,Anti-asian,Race/Color
436,2023,Mar,Tue,2023-03-14,71,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
437,2023,Mar,Fri,2023-03-31,84,Brooklyn north,KINGS,Felony,Anti-asian,Race/Color
438,2023,Apr,Sun,2023-04-23,61,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
439,2023,Oct,Sun,2023-10-15,78,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
440,2023,Oct,Mon,2023-10-16,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
441,2022,Nov,Tue,2022-11-08,61,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
442,2023,Oct,Thu,2023-10-12,68,Brooklyn south,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
443,2021,Oct,Thu,2021-10-14,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
444,2022,Feb,Sat,2022-02-05,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
445,2022,Jun,Sat,2022-06-11,73,Brooklyn north,KINGS,Misdemeanor,Anti-asian,Race/Color
446,2022,Aug,Sun,2022-08-21,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
447,2022,Oct,Wed,2022-10-26,60,Brooklyn south,KINGS,Misdemeanor,Anti-hispanic,Cultural Identity
448,2022,Nov,Wed,2022-11-09,79,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
449,2023,Jan,Sun,2023-01-15,84,Brooklyn north,KINGS,Misdemeanor,Anti-white,Race/Color
450,2023,Jan,Sun,2023-01-15,84,Brooklyn north,KINGS,Misdemeanor,Anti-white,Race/Color
451,2022,Oct,Sun,2022-10-16,67,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
452,2023,May,Thu,2023-05-25,70,Brooklyn south,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
453,2023,Jul,Sat,2023-07-08,61,Brooklyn south,KINGS,Felony,Anti-catholic,Religion
454,2023,Jul,Mon,2023-07-17,78,Brooklyn south,KINGS,Misdemeanor,Anti-asian,Race/Color
455,2023,Apr,Fri,2023-07-21,71,Brooklyn south,KINGS,Felony,Anti-black,Race/Color
456,2023,Jul,Sun,2023-07-16,83,Brooklyn north,KINGS,Felony,Anti-other ethnicity,Cultural Identity
457,2023,Sep,Mon,2023-10-23,90,Brooklyn north,KINGS,Felony,Anti-transgender,Gender
458,2023,Oct,Thu,2023-10-19,66,Brooklyn south,KINGS,Felony,Anti-black,Race/Color
459,2021,Apr,Fri,2021-04-09,42,Bronx,BRONX,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
460,2021,May,Sat,2021-05-01,50,Bronx,BRONX,Felony,Anti-jewish,Religion
461,2021,Apr,Fri,2021-04-23,50,Bronx,BRONX,Felony,Anti-jewish,Religion
462,2021,Dec,Wed,2021-12-15,50,Bronx,BRONX,Felony,Anti-jewish,Religion
463,2023,Jul,Mon,2023-07-31,46,Bronx,BRONX,Felony,Anti-male homosexual (gay),Sexual Orientation
464,2019,Mar,Fri,2019-03-22,75,Brooklyn north,KINGS,Misdemeanor,Anti-black,Race/Color
465,2019,Jun,Wed,2019-06-19,61,Brooklyn south,KINGS,Felony,Anti-arab,Cultural Identity
466,2019,Jun,Sat,2019-06-22,84,Brooklyn north,KINGS,Felony,Anti-muslim,Religion
467,2019,Aug,Sun,2019-08-04,75,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
468,2019,Aug,Fri,2019-08-23,62,Brooklyn south,KINGS,Misdemeanor,Anti-muslim,Religion
469,2019,Sep,Sun,2019-09-22,90,Brooklyn north,KINGS,Misdemeanor,Anti-arab,Cultural Identity
470,2019,Nov,Mon,2019-11-11,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
471,2020,Dec,Sat,2020-12-12,90,Brooklyn north,KINGS,Misdemeanor,Anti-female,Gender
472,2020,Nov,Sun,2020-11-29,90,Brooklyn north,KINGS,Misdemeanor,Anti-female,Gender
473,2021,May,Sat,2021-05-22,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
474,2024,Jul,Wed,2024-07-24,7,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
475,2024,Sep,Sun,2024-09-15,9,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
476,2019,Feb,Fri,2019-02-22,112,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
477,2019,Feb,Fri,2019-02-22,112,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
478,2019,Apr,Fri,2019-04-26,113,Queens south,QUEENS,Misdemeanor,Anti-black,Race/Color
479,2020,Aug,Wed,2020-08-12,100,Queens south,QUEENS,Violation,Anti-male homosexual (gay),Sexual Orientation
480,2021,Mar,Tue,2021-10-26,113,Queens south,QUEENS,Misdemeanor,Anti-white,Race/Color
481,2021,Apr,Mon,2021-04-19,110,Queens north,QUEENS,Misdemeanor,Anti-transgender,Gender
482,2021,May,Sat,2021-05-22,102,Queens south,QUEENS,Felony,Anti-white,Race/Color
483,2021,Jul,Wed,2021-07-21,107,Queens south,QUEENS,Felony,Anti-asian,Race/Color
484,2021,Sep,Tue,2021-09-14,113,Queens south,QUEENS,Misdemeanor,Anti-transgender,Gender
485,2021,Sep,Sun,2021-09-12,114,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
486,2022,Jan,Sun,2022-01-02,110,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
487,2022,Mar,Wed,2022-03-09,103,Queens south,QUEENS,Felony,Anti-catholic,Religion
488,2022,Apr,Sat,2022-04-16,113,Queens south,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
489,2022,Aug,Wed,2022-08-10,115,Queens north,QUEENS,Felony,Anti-asian,Race/Color
490,2022,Apr,Sun,2022-04-03,83,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
491,2022,Apr,Tue,2022-04-26,61,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
492,2022,Apr,Sat,2022-04-02,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
493,2022,May,Fri,2022-05-06,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
494,2021,Jun,Sun,2021-06-27,68,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
495,2022,Jul,Fri,2022-07-29,72,Brooklyn south,KINGS,Felony,Anti-female homosexual (lesbian),Sexual Orientation
496,2022,Jun,Fri,2022-07-29,72,Brooklyn south,KINGS,Felony,Anti-female homosexual (lesbian),Sexual Orientation
497,2022,Jul,Fri,2022-07-08,70,Brooklyn south,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
498,2022,Sep,Fri,2022-09-23,90,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
499,2022,Sep,Tue,2022-10-18,90,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
500,2022,Nov,Wed,2022-11-09,79,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
501,2022,Dec,Sat,2022-12-17,63,Brooklyn south,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
502,2023,Jan,Sun,2023-01-15,84,Brooklyn north,KINGS,Felony,Anti-white,Race/Color
503,2023,Jan,Sun,2023-01-15,84,Brooklyn north,KINGS,Misdemeanor,Anti-white,Race/Color
504,2023,Mar,Wed,2023-03-29,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
505,2023,Apr,Sat,2023-04-15,60,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
506,2021,Nov,Tue,2021-11-02,62,Brooklyn south,KINGS,Felony,Anti-asian,Race/Color
507,2022,Jun,Mon,2022-06-06,75,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
508,2022,May,Sun,2022-05-29,84,Brooklyn north,KINGS,Misdemeanor,Anti-asian,Race/Color
